"MAT_NOVA_MATRICULA","ALU_ANO_INGRESSO","ALU_PERIODO_INGRESSO","Álgebra Linear I","Álgebra Vetorial e Geometria Analítica","Cálculo Diferencial e Integral I","Cálculo Diferencial e Integral II","Engenharia de Software I","Estrutura de Dados e Algoritmos","Fundamentos de Física Clássica","Fundamentos de Física Moderna","Gerência da Informação","Introdução à Computação","Lab. de Estrutura de Dados e Algoritmos","Lab. de Org. e Arquitetura de Computadores","Laboratório de Programação I","Laboratório de Programação II","Leitura e Produção de Textos","Lógica Matemática","Matemática Discreta","Métodos Estatisticos","Org. e Arquitetura de Computadores I","Paradigmas de Ling. de Programação","Probabilidade e Estatistica","Programação I","Programação II","Sistemas de Informação I","Teoria da Computação","Teoria dos Grafos"
"4fada043e961701e6a4536764ffaaaa0",2005,1,NA,7.5,7,NA,8,7,5.3,7.9,8.1,7.9,9.1,8.1,9.4,8.7,8.6,8.2,7.7,6.3,7.3,7.5,7,8.9,8.2,8.3,7.3,7
"4fadad084329895f30ef90aa56b4142e",2004,1,NA,7.2,7.9,NA,9,9,NA,6.2,8.7,8.8,9.1,8.5,9.1,8,8,7.6,9,NA,7.9,8.7,NA,8.7,8.7,7.1,9.3,8.2
"5062edbd2286ff69ec50e083cbba208d",2007,1,5,5,7.3,7,7.6,5,7,8.5,8.4,7.4,7,7,9.4,8.9,9,5.8,6.3,5.7,8,7.3,7.3,9.2,7.4,8.2,7,7.4
"50b2b9e523f76c3a41be86de9ff6dd64",2013,1,7.3,7,7,7.7,7.4,5,5,8.4,8.2,7.7,5.7,7.4,5,7.3,8.3,8.1,7.2,8.3,8.3,10,7.3,5,7,8.1,7,7.5
"50d387a23875d55d4923a3773d1621bd",2001,1,NA,7,2.4,NA,NA,NA,NA,NA,6.9,7,NA,NA,7.3,3.7,8.2,NA,1.2,NA,NA,NA,NA,6.2,0,NA,NA,8.4
"50e386e9ae1a6485f4a67cdd6e18cd03",2001,1,NA,7.2,6,NA,6.4,7.6,5,5.5,7.3,7.6,7.1,8.8,9.8,8.9,8.6,6.5,6.2,8.5,7.4,5.3,5.7,7.4,7.7,7,6.2,7.4
"50fe71fac1bdca14fe8ce3fcdb0c4e5b",2012,2,NA,0,NA,NA,NA,NA,NA,NA,6.7,5.3,NA,NA,7.4,NA,6.2,NA,NA,NA,NA,NA,NA,7.4,NA,NA,NA,NA
"5129c5c4e37a50c04d91af981de59148",2000,1,NA,7.5,8.5,NA,8.3,7.2,NA,8.3,8.3,7.8,7.8,9,7.4,7.1,9,9.3,5.8,7.4,7.3,8.9,5,7.8,7.9,7.8,7.7,8.1
"513ece5d77fe64fc2d18aa24557de82c",2011,1,5,5,NA,NA,NA,0.9,NA,NA,5.2,5.8,NA,NA,7.2,7.3,NA,5.1,5.1,NA,NA,NA,NA,7.2,5.6,NA,5.2,6
"518d75cf314987450f85fa219bed7ffb",2004,2,NA,7.5,5.4,NA,7.2,5.5,5.7,6.6,7.9,7.1,8.1,7.5,7,8.1,8.1,7.7,6.2,5.6,7.1,6,6.6,7.2,7.8,7.3,7,5.1
"51994aa48d9865cb7009cef8727b15b7",2001,2,NA,5,5.9,NA,NA,NA,3.5,NA,7,5.1,NA,NA,7.4,8.2,7.7,NA,7.2,NA,NA,NA,NA,7.4,5,7.9,2.9,6.1
"51b362ede72d1ff61896c3cca3b44bdc",2009,1,2.8,5.1,6.4,5.1,NA,5,8.7,NA,7.5,5.1,5,NA,6.4,7,8.4,NA,7.1,NA,NA,NA,NA,7.1,5,7,5.3,5
"51b77b21698fcff63c6c510f06738168",2008,2,5.1,8.5,7,5,8.2,6.6,7.1,5.3,8.3,7.2,5,7.1,6.3,7.1,7.6,6.7,5.1,7.2,5.1,7,5,7.7,6.6,5.1,5.8,5.9
"520f1772f7236f5d99deb4244f151adc",2000,1,NA,6.7,7.6,NA,7,5.7,9.3,7.2,9,6.5,7,8.4,7,8.7,8.8,7.3,8,5.1,5.6,8.2,7,5,7.2,6,8.3,5.4
"5247bbe6c880e54c7fd350cdc9c65382",2006,2,NA,5.1,7.3,NA,8.7,7.1,9,10,8.9,9.3,8.4,9.9,9.1,8.8,7,7.2,6,7.1,9.7,5.8,NA,8.8,9.1,9.2,8.5,7
"52583df711da4882add525b7146e7cf3",2013,1,2.8,7.6,7.5,5,NA,5,7.1,5.7,8.4,7.1,5,NA,5,5.9,7.3,5,5.2,NA,NA,7,NA,5,5.5,8.4,8.1,5.5
"527ed5849cf25f5c5638d073b2b99afe",2013,1,7,7,7,5,6.4,6.6,7,8.5,8.1,8.5,8.3,7.1,6.6,8.5,7.6,7,7,7.7,5.5,7.3,6,8.4,8.3,9,5.2,6.2
"5287c41a1fff0274c0d20815cb42b3ba",2001,1,NA,9.8,7.8,NA,7.2,7.3,7.9,7,7.6,7.8,8.5,9.2,9.7,9.1,7.1,7.7,7.8,8.6,7.8,7,NA,8.4,8.7,6.4,7.8,8.1
"5367b71964bb415f194a80362dbc831d",2014,1,7.5,5.2,7,6.2,NA,NA,NA,NA,NA,7,NA,NA,8.4,NA,7.8,NA,6,NA,NA,NA,NA,8.4,NA,NA,NA,7.9
"53efed3e81bbbded3fd6877334804f1e",2010,1,8.9,8.2,7.1,8.9,8.1,9,9.1,9.7,7.6,9.7,8.9,9.7,7.9,7.6,7,7.1,8.1,5.8,7,7.1,7.8,7,7.3,8.3,7.6,8.3
"545e396c08436b07a7aec23f314c20fc",2014,2,NA,5,5.1,5,NA,5,NA,NA,9.1,8.9,5.7,NA,6.6,9.8,8.5,7.5,5.1,NA,NA,8.2,NA,6.6,9.7,9,7,9.9
"5466e0a276b1161f2d4a4ebb476a0ec8",2001,1,0,7.5,3.3,NA,NA,5.5,2.7,NA,7.3,5.7,7,NA,9.3,8.5,8.8,5,5.7,NA,NA,NA,NA,6.5,5.1,6.4,6.2,7.7
"546ca4d9ac36191825da97eae3ead25c",2012,2,5.4,6.4,6.9,5.1,8.1,6.6,7.8,7.6,6.3,7.5,7.5,7.8,7.5,7.2,8.2,7,5.6,5.7,6.1,9,7.1,7.5,7.4,7,7,9.4
"548940c9367e47666ec2846ae868cc32",2014,2,NA,6.1,5.4,NA,NA,6.1,NA,NA,8.7,7.4,6.6,NA,8.7,7.3,NA,NA,8.5,NA,NA,NA,NA,8.7,8.7,NA,7,6.3
"54d1dffad195863d08e6c1feaa1245dc",2002,2,NA,5,7,NA,7.8,7.7,NA,5.1,9.4,7.9,7.1,8.4,7.3,8.3,7.1,6.1,7.2,7.4,7.3,8.1,7.1,7.1,5.4,NA,7.1,7.2
"550f6552765d17471e2ae40cce5d3ae3",2007,2,7.4,10,9.5,7,7.5,5,7.3,7.7,7.5,7.1,8.1,7.5,6.2,8.5,8,8,5.6,7.5,8.7,5.4,7.3,6,6.3,8.4,6.2,7.2
"557eda47e3680a7ec12d278a6e4825fd",2000,2,NA,7.4,7,NA,7.5,8.3,7,8.8,9,8.4,8.9,8.8,8.9,9.4,7.6,8.5,7.3,7,8.7,8.3,8.5,7.4,8.3,7.8,8,8.7
"55b37b932ddb0ec89f309583b27238c7",2010,1,NA,6.2,6.7,5.1,NA,NA,7.4,8.3,NA,5,NA,NA,5.5,2.7,NA,NA,5,NA,NA,NA,NA,5,2,NA,NA,8.5
"56067a21c971a8154c630d7c26746b6d",2005,2,NA,5,7.4,5.4,7,5.3,5.8,7.2,7.9,7.3,5.2,7,6.3,7.8,7.5,5,5,5,8.1,5,5,6.5,7.3,6,5,6.2
"560fa7fe8a9411a8b5f6a202a507e809",2008,1,6.2,5.6,7,5,8.3,6.9,7,7.8,7.8,8.8,9.2,7.1,9.1,9.5,9.1,9.7,7.3,7.3,9.3,6.2,5.8,8.5,8.4,7.9,7,9.3
"5637c5f313e5be3f002f3033c52dcb95",2008,1,8.5,7.6,8.6,7.5,9.1,7.4,7,8.9,8,9.5,7.5,9.4,8.6,9.7,9.6,8.1,9.2,8.1,9.9,7.8,7.8,8.6,8,9.8,8.6,8.7
"5645968dc58bbe27ccacdfc19a979fd5",2005,1,6.8,6.8,5.3,NA,9.5,7.7,NA,5.9,8.2,8.2,8.3,8.2,7.5,8.8,8.6,8.6,6.6,5.4,8.5,7,5.6,5.7,7,8.7,6.6,6.4
"56bd19ab24aebde01ace29cce54e5218",2003,2,7,5,NA,NA,7.9,5.2,7,6.4,7,6,6.7,5.8,7.7,6.5,8,5.6,6.1,0,5.7,6.8,5,7.1,5.2,7,5.3,5
"575e4828ed80b41cee114d536d84feaa",2008,1,7,8,7.8,6.3,8.6,7.2,8.6,8.1,8.4,9.8,9.1,9.9,9.1,9.2,9.2,9.2,8.1,8.2,7.9,9.5,6,7.6,8.1,9.2,7.1,8.3
"57f516a0492ceeba9dd590188ededbf3",2009,2,7.3,5,5.2,7.3,8.6,6.1,5.2,8.7,8.4,7.2,9.5,9.5,7.8,8.6,7.1,6.1,5.1,7.1,7.5,7,5,7,7.4,9,5.4,7.3
"583d631f42ec95ff8038e82aa45797ee",2008,1,5.5,5.4,7,1,NA,0,6,NA,0,6.1,0,NA,5,8.1,9.2,NA,4.2,NA,NA,NA,NA,5,5.6,NA,NA,5.8
"58446bf78e2d6c5290a3b4675a2daa37",2002,1,NA,8.5,8.5,NA,7,7.8,8.2,7.3,5.8,9,7.6,8.5,9.1,8.7,8.8,8.7,5.6,7.3,7.7,8.2,7.1,7,7.8,7.8,5.9,8.6
"584ae6bf1dcea6afa68c8556fa6458ce",2006,1,NA,5.6,5.4,NA,7.2,8.2,7.1,7.5,8.2,7,8,9.1,NA,8.9,8.2,9.3,7.8,8.6,7,5.9,7.4,NA,7.3,7.3,5.2,7
"5854591c69d9b1d937d3566f9e8d009a",2002,2,NA,5,6.4,NA,7.9,7,5.1,5.2,9.5,7.3,5.8,9.1,8.3,7.7,7.1,6.1,5.1,6.1,5.5,7.8,7.3,7.7,7,8.6,6,5.1
"58dd8359568e9f8852a3787ac20939dd",2001,2,NA,6.8,6.5,NA,7.4,7.5,7,7.1,7.6,8.6,7.8,9.6,9.7,8.7,7.6,7,9,7.8,7.5,6.7,7,9.7,7.7,7,7.3,8.6
"59d1e532c0675caff1e4d3e0f30da3d4",2007,1,8.7,9.7,7.3,NA,9.3,8.2,8.2,8.6,8.5,9.4,9.9,9.8,9.5,9,9.5,9.9,8.4,9.1,9.1,7.5,8,9.6,9.5,9.1,8.3,9
"59f32a4bb0e61f5018ce9a66d92599c7",2002,2,5.5,8.2,5,NA,8.1,7,NA,5,7.3,5.2,7.8,8.8,7.3,8.4,7.7,7.6,6.1,7,7.1,6.2,6.6,7.6,7.7,7.9,7,7
"5a3c4646d09ca59defbc8e3679da07df",2001,2,NA,5.7,5,NA,8.1,5,5,5,5,6.5,7.4,8.5,7.8,9.1,5.2,5,7.1,NA,7.8,5.1,7,7.2,7,5.6,7.3,7
"5a7683694e72657aafbbde0c6544836b",2004,2,NA,10,8.5,NA,8.5,9,7.7,9,7.6,9.5,8.9,7.8,9.2,8.6,8.7,8.8,7,9.5,7.7,8.5,NA,9.4,7.8,9.1,8.1,8.9
"5aaff59cf5df46284419f562b31e2e02",2006,2,3.7,6.2,5,5,NA,5,5.2,NA,6.8,6.4,2.9,NA,7.4,7.4,7,NA,5,NA,NA,NA,NA,9.8,7.9,9,2.3,5.5
"5ad73d74a4bf1934419afbc76f19470b",2001,2,NA,1.3,0,NA,NA,NA,NA,NA,0,5,NA,NA,3.1,NA,6.8,NA,NA,NA,NA,NA,NA,2.6,NA,NA,NA,NA
"5afbf7f893bd83fb627b74e96cdd4a2c",2011,2,NA,7.3,5,NA,NA,5,7.3,6.5,4.1,7.3,5,NA,7.1,NA,8.2,NA,6.3,NA,NA,NA,5.1,6.9,NA,NA,2.5,5.5
"5b0b59b7b17738a37f5f9298c55e91b6",2014,1,NA,0.3,2.2,NA,NA,1.2,NA,NA,7,5.1,1.5,NA,7.4,6.2,8,NA,6.1,NA,NA,NA,NA,7.4,7,NA,NA,7.7
"5b19ea6b49496cc953aa82166aeaf905",2012,1,5.1,6.9,5.5,7,7.8,5.5,8.4,6.9,7.5,9.1,8.3,7.7,7.4,8.8,7.3,7,7.6,8.6,6.7,7.7,7.7,7,9.4,7.4,5,5.2
"5b2649725153d42f5f3d6496c448e262",2013,2,7,NA,7.4,7,9.3,8,7.8,8.9,7,8.2,8.1,9.3,10,9.3,7.8,8.7,5.1,7.5,9.4,8.6,7.7,10,9.3,9.2,8.1,6
"5b5e6f6226ffc2220c6a190ece194046",2005,1,NA,8.5,9.3,NA,8.5,6.4,7,8,7.8,8.7,8.3,7.1,7.8,8.8,7.5,8.8,8.8,8.2,7,6.1,5.6,7.5,8.1,8.6,7.1,7
"5b9209616336a4c847373b335c5ca2c0",2001,2,NA,5.2,6.3,NA,7.6,9,6,8.3,7.5,9.7,9.2,9.7,9.6,9.7,6.1,7.4,9.1,5.3,7,8.3,5.2,8.7,8.3,8.2,8.3,8.8
"5ba393a42794d0c5262a3cb04375ba15",2007,2,8,8.3,7.5,5.2,7.7,7.6,7.1,8.5,7.8,8,5.3,8,8.4,8.9,7,8.8,6.7,5.6,8.4,5.3,6.4,8,8.6,8.6,7,6.8
"5bc608ef96a05a916adcd5d1dd9ba10e",2008,2,4,5.1,7,5,5.5,5.6,5,8,7.5,5.7,5.1,NA,5,5,7,5.5,6.2,NA,NA,5.6,5.8,5.3,5.7,3.8,5,5.3
"5beb9a03f1f4079f0dc219e2ae66af34",2013,2,2.7,7.3,5,NA,NA,NA,NA,NA,NA,7.2,NA,NA,5,5.3,7.8,NA,NA,NA,NA,NA,NA,5,7,NA,NA,7.4
"5c2c8e3de71e5bed268c25fab338f825",2010,2,3.1,6.1,6,5.1,8.3,5,5,7.3,7.5,7,5.2,8.2,6.8,5.5,7.8,5,5.1,NA,7.9,7.8,4.3,7.1,5.6,5.9,5.6,7.5
"5caac0577c340e7f742c9b59cd8bb2ab",2005,2,NA,6.8,5,NA,7,7.3,NA,5.7,8.6,8,8.3,9,8.3,8.4,8.6,5.8,5.3,7,7,6,7,5.6,7.5,8.4,5,5.3
"5cfebf0f006dfdc608054b3ecbb3143d",2007,1,7.3,5.4,5.5,NA,9,7.3,8.2,7.2,8,9,9,7.1,9,8.9,8.2,8.8,7.8,7.6,9.3,6,7.1,9,8.4,9.5,7.6,7.6
"5d85f1b365ea1788a380419e05349b8e",2008,1,5.1,5,5.2,5.1,NA,5,7,7.7,8,6.2,5.4,NA,5.4,9.3,9.6,5,5,NA,NA,5,7.8,7.8,5.7,7.2,5.1,7
"5e32d97b3b70552244de200e41b38624",2002,2,NA,7.5,7,NA,8.1,5,5.2,6.8,7.8,7.8,7,3.4,7.2,6.3,8.2,5.6,7.4,1.2,5,3.8,5.3,7.1,5.5,7,5.9,5.8
"5e3a70c3224ebb908e54a625f78131da",2013,2,5.1,7.3,7.3,5.8,NA,7.7,8.6,NA,7,8.1,8.2,NA,9,7.6,9.3,7,7.3,NA,NA,8.4,NA,8.9,6,7.7,7.5,7.4
"5e52fc9b613b682e421a9d83183bade6",2011,2,NA,6.1,5,5.3,NA,NA,7.6,NA,7.2,7.7,NA,NA,8,NA,7.3,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,7.3
"5e60f4efa63a6df976aaa190439656e9",2001,2,NA,7.5,5.1,NA,7,7.8,5.2,5.4,7.8,8.6,9.2,9.2,7.6,9.5,6.8,7.1,8.1,NA,8.3,7.2,5.7,7,8.8,7.6,5.4,8.5
"5e61930edd53616d4147e32d89fc1eb2",2012,1,6.5,7.5,6.8,5.4,NA,8.4,7.9,8.5,8.6,8.7,7.7,NA,9.7,7.9,8.8,NA,7.7,NA,NA,NA,8.7,9.7,7.8,NA,9,9
"5ec2ec0750299272737441b363c822e2",2009,1,NA,6,7,NA,NA,5.6,5.1,8.9,7.5,NA,7.2,7.3,7.1,5.6,6.3,NA,NA,NA,7.6,8.6,6.2,5.1,5.3,7,5,NA
"5ec7466f4206a5fa953a38c19d21edbf",2000,2,NA,7.5,7.7,NA,7,7.9,8.1,9.6,8.2,7.9,8.7,8.7,9,8.7,8.3,7.9,7.3,7,8.2,8.6,7.3,7.5,7.6,7.2,9.8,8.8
"5ecfe279523dcff3e09de97227cd9ebb",2013,2,NA,4.3,5.3,NA,NA,NA,NA,NA,7.3,7.6,NA,NA,5.5,6.7,NA,NA,5.2,NA,NA,NA,NA,5.5,7.2,NA,NA,5
"5fcc6e4a128d73c494ba11d14a1b0bb4",2013,1,7,5.4,6.8,5,5.1,5.1,7.4,5.7,7,8.4,7.1,7.8,7,7.5,7.8,5.1,7,NA,7.2,5.5,5.4,7,7.3,7.8,8.4,7.3
"601cdf149c822ccce62dbe2ece6e2b93",2010,1,5.1,6.2,6.2,NA,NA,2.5,0.7,NA,NA,7,2.8,NA,5.4,6.4,5.7,NA,5.8,NA,NA,NA,NA,5,7.7,NA,NA,7.5
"603c030dbfbfd9213203b12ba68e63b8",2005,1,NA,NA,NA,NA,8.4,7.7,6.1,8.5,8,NA,8.1,5.1,NA,8.3,NA,8.5,7,5.6,5.4,7,NA,NA,7,8.4,7.4,7.3
"60467e24217b53bd26fc9f2f79ae150f",2009,1,NA,6.8,NA,NA,NA,7.8,NA,NA,7,NA,7.5,NA,5.8,7.7,7.4,5.3,5.8,NA,NA,NA,NA,5,5.3,7.1,5,5
"60601ffa6e3128a4da4bdbc7d44ef1a3",2011,2,6,5.8,5.9,5.4,8.5,7.2,6.5,8,7.5,8.4,8.8,8.7,8.2,7.2,8.7,7,8.1,6.1,7.8,8.3,5.9,8,7.7,7.9,7,9.3
"606535cdf0438176b49010e7cbf4884c",2013,1,6.7,9.2,8.2,5.6,8.3,8.5,7.5,7.5,8.8,9.8,8,9.8,9.1,8.5,8.5,8,5.9,NA,8.9,6.3,6.7,9.1,8.8,9.5,7.3,8.2
"6084c709fc39d084d17e72ea9899da3e",2008,1,8,7.1,7,9,9,6.9,7,8,8.6,8.2,8.4,8.8,8,9.3,9.6,8.5,6.8,7.3,9.2,7.5,7.4,8.4,8.8,9.5,8.5,8.3
"617e091aef0f8a93d46704cf0df55c9c",2002,1,NA,8.5,8.2,NA,7.9,6,6.8,7.1,5.7,8.7,7,7.9,8.1,8,7,6.4,5.8,8.2,7,7.7,8.1,7.1,5.5,7.9,7,7.8
"618ccb796ed6bdf5b9c93e27de348ca8",2013,1,5.1,6.2,5,7,8.5,5.5,7.3,8.1,8.9,8,5.2,7.9,7.4,9.1,7.1,6.5,7.3,6.1,7,8.3,5.8,7,9.2,8.8,7.4,7.8
"6202f21521c8693e4c5e9da8816a2ebe",2005,2,NA,6.3,9.5,NA,7,7.5,7,8.7,8.1,8.2,8.1,10,6.7,8.3,8.4,6.3,NA,5.3,7,5,7.3,7.8,7.2,9.6,5,5.2
"620a7525e9c2959799806f353fd4deb5",2012,2,5.5,8.1,7.4,5.7,NA,NA,5.1,NA,NA,8.4,NA,NA,8.5,7.5,7.7,NA,5,NA,NA,NA,NA,8.5,7.4,NA,NA,NA
"6242f3b1fd616e20624110255d1eac13",2006,1,6.9,5.7,5,NA,7.7,7.8,7.5,7.2,8.8,8.3,8.7,8,7.2,9.1,9.1,7,6.8,5.5,7.2,7,7,8.1,9,9.3,9.3,6
"625fa784bbe917bdd9eb9bc3a01e3e76",2005,2,NA,6.8,5.8,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,7.8,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6261083f09204141510be4c442b30cbf",2002,1,NA,6.8,7,NA,NA,0,5.9,5.4,NA,6.8,0,NA,NA,7.3,7,NA,5.6,3.7,NA,NA,5.8,NA,5,NA,NA,5.6
"627b461e33632ff2fe930f74e4867e58",2004,2,NA,8.1,7,NA,8.4,7.7,NA,7.3,7.8,8.1,8.1,7.3,7.6,8.8,9.5,7,7.2,6.7,7.2,7.2,6.6,7,6.2,NA,6.2,7
"62b17850491e4980cb6f96374afea8bc",2007,2,7,6,7,5,NA,3.6,5.3,2.6,7.7,6.3,5.4,NA,6.8,8.7,7.6,NA,6.4,NA,NA,NA,0,6.5,5.7,7.2,2.4,6
"62c34694fcf31316b0e3d032fa519ec1",2009,1,7.4,NA,NA,7,6,7.1,NA,8.5,7.7,7.8,7.4,7,7.8,7.1,7.3,NA,7,5.3,7,7.5,6.8,7,7.1,8.7,6,5.1
"62cd50ead15e8916851e914e064b8164",2011,2,7.3,10,7.7,5.4,7.1,7,5.1,8,7,8.1,7.5,8.6,7,7.8,8.5,7.1,5.1,7,6.7,7.6,5.3,5.7,7,7.4,6.3,8.6
"63217695552fd4f37440f6cc5675d98a",2010,1,5.1,8.7,6.6,8.3,6,5.2,5,7.3,8,7.5,5.5,8.7,8.9,9.2,7.9,5.4,7.6,5.2,7.7,9.4,5,8.4,7.5,7.2,6.6,7.2
"633bead6510d1ad2e91ed13dc27c52fb",2011,2,5.6,5.7,6.5,5,8.8,6.3,7.4,7,5.6,7,6.3,7.6,5.6,5.8,7.5,7.1,6,7.6,8.1,8.4,5.2,5.6,7.9,9.5,5.1,5
"63492ed71cd5ad6154c20920db2559f5",2014,1,NA,7,6.3,NA,NA,5.4,NA,NA,7.2,8.2,NA,NA,6.4,7.4,8.3,NA,5.1,NA,NA,NA,NA,6.5,7.3,NA,7.2,5
"6356da82fc1681995b7da40ee8bacfa7",2006,1,NA,5.6,7.5,NA,7.6,8.1,7.4,7.3,7.3,7.3,8.3,7.2,7.6,9.1,9.1,7.3,7.6,7.4,7.4,7,7.3,8.7,7.2,9.8,8.2,7
"635d07e062b1c465ba9a2719d80c0fd6",2013,1,9.3,5.8,6.4,7.7,NA,NA,7.2,NA,7.8,7.9,NA,NA,7,5.5,8,NA,NA,NA,NA,NA,NA,7,6.5,NA,6.5,5.9
"6488828488d3bc6c542121ac414a57b4",2003,1,NA,6.7,7,NA,7.3,8.1,5,7.5,7.7,8.1,8.3,9.2,8.2,8.4,7.8,7.4,6.3,NA,7,7.4,7.5,6.3,7.6,8.5,7.9,8.2
"648a3ab63a344b7e9ddba52ebb83156b",2007,1,7,5.2,5.8,NA,NA,5.1,8,NA,8.3,7.7,6.1,NA,5.3,7,9.2,NA,5,NA,NA,NA,NA,5.1,5.8,8.6,7.5,5.3
"649ccc90d3a441391be4330e0157e18f",2000,2,NA,8.2,8.2,NA,8.2,7.5,8,9.5,8.7,9,9,9.3,8.9,8.9,8.3,8.8,8,8,9.6,8.4,8.2,8.4,8.8,7.5,9.8,8.5
"64b93d2ad24cb0b5f2a19a4070ed2a1f",2009,2,NA,5.8,6.1,5,NA,3.1,5.1,NA,5,5.7,3.8,NA,7.1,7.2,7,NA,NA,NA,NA,NA,NA,5.2,5,NA,NA,6.1
"64bfab121685dd27e8cbe3654c13052b",2010,2,NA,NA,0,NA,NA,NA,NA,NA,NA,8.6,NA,NA,8.2,8.4,7.5,NA,NA,NA,NA,NA,NA,7.7,7.8,NA,NA,3.4
"64d2731226f951e293ca7e699ee9bdce",2013,1,4.2,8,5.6,5.1,NA,5.7,8.4,5.1,5,7.3,5.8,NA,7,7,7.6,5,5,NA,2.7,7.4,1.5,7.1,7.5,7.1,5.6,8.8
"64e78f30960d5d9d14bbe6b6a3300890",2011,2,6.1,7.7,7.5,6.7,7.1,7.6,7.5,7.7,8.1,6.4,8.1,5.9,8.9,6,8.7,8.5,7.6,7.1,7.6,8,8.3,8.8,8.5,7.8,8.5,8.3
"651542362addfdad3837929077395420",2002,1,NA,7.2,5.1,NA,8.3,7,7.8,7.5,9.2,7.6,8.4,8.9,9.4,9.2,9.3,7.6,5.4,7,9.1,8.1,5.2,7.7,8.4,7.9,7.5,8.4
"651852419d71d2b713d0d15319c0f3b6",2010,1,5,5.1,5.1,5,NA,5.6,5,8,7.5,6,5,NA,5,9,8,NA,5,NA,NA,NA,NA,5.3,6.4,5.1,6,5.2
"655f03edf418fc6c5ec775163cd9c6d5",2014,1,6.2,5.6,5.9,6.2,8.4,6.9,5.5,8,7.2,9.5,7.3,10,8.1,9.3,8.3,9,7.2,8.1,8.9,8.2,6.4,8.1,9,8.5,7,8.5
"663467508ce3444d4726b78c3d066b92",2005,2,NA,7.4,5.1,NA,7,7.4,7.1,5.5,8.3,7.5,6.4,7,7.2,8.2,8,5,5,6.7,5.1,5,5.1,7,5.9,8.3,5,5
"6643302377e22280869bc05d431d68a7",2012,1,5.9,5.1,6.4,5.1,7.4,5,8.7,5,7.5,5.1,5,7.1,6.4,7,8.4,5.1,7.1,5.3,5.4,7.4,5.8,7.1,5,7,5.3,5
"6663c8d01d6b475dd99b224857fcc0bb",2012,2,NA,5.9,5.5,5,7,6,5.3,7.2,6.6,7.4,5.1,7.9,7,7.6,6,5.6,7.2,7.2,NA,7.3,NA,5,7.1,6,5,7
"668974baaf46027c247c67f23ce70818",2007,2,5.1,8.7,6.6,8.3,NA,5.2,5,7.3,8,7.5,5.5,NA,8.9,9.2,7.9,3.4,7.6,NA,NA,3.3,5,8.4,7.5,7.2,6.6,7.2
"67c1420a91627a299f00e7f5ae283b5b",2009,2,6,5,5.2,5,NA,5.4,7.5,5.8,5.5,6.5,5,NA,7.9,5,5.6,5.9,8.4,NA,NA,7,0,7.4,5,7,6.1,5
"6819966285cccfd94d7712fa612abd9e",2009,1,5,5,8.2,NA,7.4,6.6,6.3,7.8,8.3,8.1,5.1,8,7.9,7.7,8.9,5,5.7,6,7.6,7.5,6.5,7.4,8.3,8.3,7.1,8.5
"684acb494c47b81c6993fbae33f9a0cf",2000,1,NA,9.5,8.3,NA,9,8.6,NA,8.4,8.3,8.7,8.8,9.2,8.1,8.2,9,9.8,8.2,7.7,8.6,9,8.3,9.5,8.3,9,9.3,8.8
"686d79ceeda5a279039c4ccabf3094ee",2012,2,7.7,6.2,7,6.5,8.6,8.3,9.2,8.8,7.7,8.5,7,8,8.7,8.2,8.5,8.6,8.6,8.9,7.4,7.3,8.4,8.7,8.4,9.4,8.4,9.2
"688a342e0594eb409d7a4fc8b62f0378",2010,1,8.2,7.7,7.5,7.6,8.2,8,8.3,8.8,7,8.5,9.4,9.6,7.9,9.5,7.2,8.6,8.2,8.1,8.1,7.9,7.6,7,9.4,9,9.2,7.6
"689f655aad22bc1380f756dc4bd470e7",2000,1,NA,7.1,7,NA,NA,5.4,NA,9,8.3,5.8,7.4,7,NA,9.1,8.3,NA,7.4,7,7.9,NA,7.5,NA,7.1,7,7.1,5.7
"68c20d3e552ed17945a825d1569940f1",2013,2,5.4,5,5.5,5.6,7,7.1,4,NA,NA,8.1,5,NA,9,8.4,NA,7,7.5,NA,NA,5,5,9,8,7.1,8.2,7.8
"68de626e9373644c3d6d2f5e0f7045fe",2012,2,6.3,7.6,8.6,6.5,7.2,5,5,5.5,5.3,9.6,7.5,8,7.9,6.7,8,8.1,7.3,8,7.9,8.4,8,7.6,7.3,9.1,8.3,7.3
"696755606cec8e5596cd11e5c13d20d5",2007,1,7,9.8,9.3,NA,8.3,7.9,7.4,9.1,8.2,9.7,9.3,9.9,9.7,8.7,7.55,9.1,7.8,8.5,8.2,7.9,7.6,9.7,8.8,9.4,8.5,8.1
"6997fbf7c7a1a62775e30cc18cfc4b60",2003,2,6.5,7.2,7,NA,6.5,5.1,NA,5,7.1,8.5,5,7.9,7.4,7.1,7,6.3,7,7.1,7,7.2,5,5.8,5.6,7.8,5.7,6
"69b978723c90b6f7c91ba08212e3a98c",2009,1,5.2,8.2,7.1,4,NA,NA,3.8,NA,NA,7.1,NA,NA,7.2,3.4,7.5,NA,5.7,NA,NA,NA,NA,8.3,6.3,NA,1.5,5.9
"69cb80f19554f2c7cb1c6d44ccc50e8d",2012,1,5,6,7.2,5.7,NA,5.7,9.2,NA,7.8,9.1,6.1,NA,7.6,7,7.2,7,8.4,NA,NA,3.5,2.8,7.6,6.5,7.8,6.6,5.1
